#OTU ID	PMA01	PMA02	PMA03	PMA04	PMA05	PMA06	PMA07	PMA08	PMA09	PMA10	PMA11	PMA12	PMA13	PMA14	PMA15	PMA16	PMA17	PMA18	PMA19	PMA20	PMA21	PMA22	PMA23	PMA24	PMA25	PMA26	PMA27	PMA28	PMA29	PMA30	PMA31	PMA32	PMA33	PMA34	PMA35	PMA36	PMA37	PMA38	PMA39	PMA40	PMA41	PMA42	PMA43	PMA44	PMA45	PMA46	PMA47	PMA48	PMA49	PMA50	PMA51	PMA52	taxonomy
GCF_000017565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Parvibaculum;s__Parvibaculum_lavamentivorans;t__Parvibaculum_lavamentivorans_DS-1
GCF_000017405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__Ochrobactrum_anthropi;t__Ochrobactrum_anthropi_ATCC_49188
GCF_000017585.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_hominis;t__Campylobacter_hominis_ATCC_BAA-381
GCF_000020205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia_pickettii;t__Ralstonia_pickettii_12J
GCF_000026325.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Escherichia_coli_UMN026
GCF_000024945.1	0	0	0	1	2	1	1	6	0	0	0	4	1	1	0	9	0	0	0	9	0	0	0	6	0	0	0	23	0	0	0	0	0	0	0	4	0	0	0	13	1	1	5	15	0	0	0	3	0	1	0	8	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula;t__Veillonella_parvula_DSM_2008
GCF_000023845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Cryptobacterium;s__Cryptobacterium_curtum;t__Cryptobacterium_curtum_DSM_15641
GCF_000023285.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga_ochracea;t__Capnocytophaga_ochracea_DSM_7271
GCF_000024265.1	0	0	1	0	4	0	1	0	0	0	0	0	7	3	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	4	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_lenta;t__Eggerthella_lenta_DSM_2243
GCF_000024225.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	1	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium_parvulum;t__Atopobium_parvulum_DSM_20469
GCF_000023905.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_buccalis;t__Leptotrichia_buccalis_DSM_1135
GCF_000025925.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_ruminicola;t__Prevotella_ruminicola_Bryant_23
GCF_000025565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_cloacae;t__Enterobacter_cloacae_ATCC_13047
GCF_000144405.1	3	4	5	0	0	0	0	143	3	2	0	9	0	0	0	111	1	2	0	458	0	0	0	66	0	0	0	226	0	0	0	1	0	0	0	89	0	0	0	308	0	1	0	300	0	0	0	236	0	0	0	16	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_melaninogenica;t__Prevotella_melaninogenica_ATCC_25845
GCF_000027165.1	0	0	0	6	0	0	1	4	1	0	0	17	0	0	0	1	0	0	0	6	0	0	0	20	0	0	0	5	0	0	0	5	0	0	0	3	0	0	0	3	0	0	0	1	0	1	0	0	0	1	0	7	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis;t__Streptococcus_mitis_B6
GCF_000026345.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Escherichia_coli_IAI39
GCF_000026745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_suis;t__Streptococcus_suis_BM407
GCF_000027305.1	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	17	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_influenzae;t__Haemophilus_influenzae
GCF_000091765.1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus;t__Lactobacillus_crispatus_ST1
GCF_000092265.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella_catarrhalis;t__Moraxella_catarrhalis_BBH18
GCF_000143765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium_spiritivorum;t__Sphingobacterium_spiritivorum_ATCC_33861
GCF_000153885.1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	1	1	0	12	18	16	0	15	6	3	0	5	5	10	0	8	7	4	0	1	3	1	0	0	0	3	0	1	1	0	0	5	2	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_ventriosum;t__Eubacterium_ventriosum_ATCC_27560
GCF_000146185.1	1	0	0	0	21	11	46	0	22	1	5	0	252	137	27	0	15	49	105	0	1	4	32	0	0	0	0	0	13	11	8	0	2	5	1	0	0	3	0	0	5	3	1	0	9	5	31	0	9	8	25	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens;t__[Eubacterium]_eligens_ATCC_27750
GCF_000144625.1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_saccharolyticum;t__[Clostridium]_saccharolyticum_WM1
GCF_000146675.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_marshii;t__Prevotella_marshii_DSM_16973
GCF_000152245.2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_limosum;t__Eubacterium_limosum_KIST612
GCF_000147675.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus_stomatis;t__Peptostreptococcus_stomatis_DSM_17678
GCF_000153905.1	14	8	6	0	44	15	18	0	18	6	23	0	22	11	16	0	0	1	2	0	20	19	18	0	2	4	6	0	13	7	2	0	1	5	17	0	3	3	3	0	1	0	4	0	14	2	9	0	14	10	12	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum;t__Blautia_obeum_ATCC_29174
GCF_000153925.1	6	0	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	15	2	0	2	4	24	0	4	4	5	0	0	3	6	0	7	1	6	0	6	2	2	0	1	0	0	0	0	2	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_ATCC_27756
GCF_000154065.1	22	11	7	0	1	0	0	0	109	3	20	0	15	5	8	0	9	10	19	0	13	13	13	0	13	8	17	0	2	2	1	0	2	4	4	0	1	2	3	0	7	0	5	0	3	1	4	0	8	2	4	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_DSM_13814
GCF_000154465.1	355	248	363	1	17	12	17	0	5	0	1	0	18	27	17	0	2	4	2	0	117	225	510	0	37	25	61	0	155	219	104	0	5	15	22	0	143	286	386	0	29	10	10	0	148	118	204	0	740	990	573	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_putredinis;t__Alistipes_putredinis_DSM_17216
GCF_000154245.1	1	1	1	0	3	2	2	0	47	0	0	0	3	3	4	0	23	18	32	0	0	3	10	0	5	0	3	0	0	1	2	0	0	0	0	0	0	1	2	0	2	2	1	0	3	1	2	0	6	6	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._L2-50;t__Clostridium_sp._L2-50_L2-50
